assay_chembl_id,assay_organism,assay_type,assay_type_description,description,compound_ids,clinical_trial_stages
CHEMBL703256,Mus musculus,F,Functional,Tested in vitro for anticancer activity against replication of murine leukemia L1210 cell line after 72 hr incubation,"CHEMBL124682, CHEMBL341264, CHEMBL124260, CHEMBL2111788, CHEMBL2111786, CHEMBL2112590, CHEMBL340604, CHEMBL2112588, CHEMBL2111787, CHEMBL2112591, CHEMBL123912, CHEMBL127523","None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL708167,,F,Functional,Compound was evaluated for in vitro anticancer activity against leukemia cell lines,"CHEMBL11359, CHEMBL1351","None, 4.0"
CHEMBL701931,Mus musculus,F,Functional,The compound was tested for anticancer activity against L5178Y (arc-C resistant) cell lines of mouse leukemia,"CHEMBL12167, CHEMBL12604, CHEMBL417794, CHEMBL2311095, CHEMBL11741, CHEMBL803, CHEMBL3142165, CHEMBL11752, CHEMBL3142168, CHEMBL12091, CHEMBL3142164, CHEMBL3142166","None, None, None, None, None, 4.0, None, None, None, None, None, None"
CHEMBL701932,Mus musculus,F,Functional,The compound was tested for anticancer activity against L5178Y (sensitive) cell lines of mouse leukemia,"CHEMBL12167, CHEMBL12604, CHEMBL417794, CHEMBL2311095, CHEMBL11741, CHEMBL803, CHEMBL3142165, CHEMBL11752, CHEMBL3142168, CHEMBL12091, CHEMBL3142164, CHEMBL3142166","None, None, None, None, None, 4.0, None, None, None, None, None, None"
CHEMBL708904,Homo sapiens,F,Functional,Anticancer activity was determined by the inhibition of colony formation in liquid culture of up to the concentration 31.6 ug/mL; NI means No inhibition,"CHEMBL1169526, CHEMBL2367961, CHEMBL1169527, CHEMBL1169529, CHEMBL2367971, CHEMBL2367963, CHEMBL2367962, CHEMBL1169528","None, None, None, None, None, None, None, None"
CHEMBL709608,Homo sapiens,F,Functional,Tested in vitro for anticancer activity against LNCaP cells,"CHEMBL355426, CHEMBL2368321, CHEMBL2368322, CHEMBL123292, CHEMBL38700, CHEMBL354904, CHEMBL185, CHEMBL355081, CHEMBL366529, CHEMBL169434, CHEMBL169267, CHEMBL169277, CHEMBL171286, CHEMBL109831","None, None, None, -1.0, 2.0, None, 4.0, None, None, None, None, None, None, 2.0"
CHEMBL854756,Homo sapiens,F,Functional,The compound was tested in vitro for anticancer activity against LNCaP cells; Not determined,"CHEMBL171878, CHEMBL129, CHEMBL168395, CHEMBL171444","None, 4.0, None, None"
CHEMBL708080,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 100 mg/kg per day,"CHEMBL606969, CHEMBL606967, CHEMBL606620","None, None, None"
CHEMBL708081,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 25 mg/kg per day,"CHEMBL606967, CHEMBL68218, CHEMBL71240, CHEMBL70462","None, None, None, None"
CHEMBL708082,Mus musculus,F,Functional,Anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day,"CHEMBL68219, CHEMBL606967, CHEMBL307538, CHEMBL71534, CHEMBL70451, CHEMBL606680, CHEMBL70462, CHEMBL308212","None, None, None, None, None, None, None, None"
CHEMBL708083,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 6.5 mg/kg per day,CHEMBL671,4.0
CHEMBL880189,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 100 mg/kg per day,"CHEMBL606969, CHEMBL606620","None, None"
CHEMBL708098,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 25 mg/kg per day,"CHEMBL68218, CHEMBL71240, CHEMBL70462","None, None, None"
CHEMBL707025,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day,"CHEMBL68219, CHEMBL307538, CHEMBL71534, CHEMBL70451, CHEMBL606680, CHEMBL70462, CHEMBL308212","None, None, None, None, None, None, None"
CHEMBL707026,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 6.5 mg/kg per day,CHEMBL671,4.0
CHEMBL711059,Mus musculus,F,Functional,Compound was tested for anticancer activity against L1210 leukemia in CD2F1 male mice at dose of 100 mg/kg per day,CHEMBL606967,None
CHEMBL711060,Mus musculus,F,Functional,Compound was tested for anticancer activity against L1210 leukemia in CD2F1 male mice at dose of 25 mg/kg per day,CHEMBL606967,None
CHEMBL711061,Mus musculus,F,Functional,Compound was tested for anticancer activity against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day,CHEMBL606967,None
CHEMBL711221,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 100 mg/kg per day; 10.4/7,CHEMBL606620,None
CHEMBL711222,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 100 mg/kg per day; 11.5/7,CHEMBL606969,None
CHEMBL711223,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 25 mg/kg per day; 6.4/7,CHEMBL71240,None
CHEMBL710276,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 25 mg/kg per day; 7.7/7,CHEMBL68218,None
CHEMBL710277,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 25 mg/kg per day; 8.2/7,CHEMBL70462,None
CHEMBL710278,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day; 12.0/7,CHEMBL606680,None
CHEMBL710279,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day; 7.0/7,CHEMBL68219,None
CHEMBL879810,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day; 7.1/7,CHEMBL307538,None
CHEMBL710280,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day; 7.4/7,CHEMBL70451,None
CHEMBL710281,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day; 8.6/7,CHEMBL70462,None
CHEMBL710282,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day; 9.0/7,CHEMBL71534,None
CHEMBL880190,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day; 9.3/7,CHEMBL308212,None
CHEMBL704599,Mus musculus,F,Functional,Compound was tested for anticancer activity against L1210 leukemia in CD2F1 male mice at dose of 100 mg/kg per day; 14/6.5,CHEMBL606967,None
CHEMBL704600,Mus musculus,F,Functional,Compound was tested for anticancer activity against L1210 leukemia in CD2F1 male mice at dose of 25 mg/kg per day; 8.6/7,CHEMBL606967,None
CHEMBL704601,Mus musculus,F,Functional,Compound was tested for anticancer activity against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day; 12.6/7,CHEMBL606967,None
CHEMBL704602,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 100 mg/kg per day; 0/6,"CHEMBL606969, CHEMBL606967, CHEMBL606620","None, None, None"
CHEMBL704603,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 25 mg/kg per day; 0/6,"CHEMBL606967, CHEMBL68218, CHEMBL71240, CHEMBL70462","None, None, None, None"
CHEMBL704604,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 50 mg/kg per day; 0/6,"CHEMBL68219, CHEMBL606967, CHEMBL307538, CHEMBL71534, CHEMBL70451, CHEMBL606680, CHEMBL70462, CHEMBL308212","None, None, None, None, None, None, None, None"
CHEMBL704605,Mus musculus,F,Functional,Compound was tested for anticancer activities against L1210 leukemia in CD2F1 male mice at dose of 6.5 mg/kg per day; 0/6,CHEMBL671,4.0
CHEMBL708427,Homo sapiens,F,Functional,In vitro anticancer activity against LOX IMVI melanoma cancer cell line,"CHEMBL421382, CHEMBL94045, CHEMBL329072, CHEMBL327794","None, None, None, None"
CHEMBL708428,Homo sapiens,F,Functional,In vitro anticancer activity against LOX IMVI melanoma cancer cell line; Most sensitive cell,"CHEMBL96567, CHEMBL95111","None, None"
CHEMBL707611,Mus musculus,F,Functional,Compound was evaluated for the anticancer activity against M5076 sarcoma in mouse at a dosage of 100 mg/kg percent,CHEMBL8443,None
CHEMBL709297,Homo sapiens,F,Functional,In vitro anticancer activity against human breast (MCF-7) cell line,"CHEMBL445889, CHEMBL71325","None, None"
CHEMBL715292,Homo sapiens,F,Functional,In vitro anticancer activity against MALME-3M melanoma cancer cell line,"CHEMBL96567, CHEMBL421382, CHEMBL94045, CHEMBL329072, CHEMBL327794, CHEMBL95111","None, None, None, None, None, None"
CHEMBL710411,Homo sapiens,F,Functional,Tested in vitro for anticancer activity against MCF-7 cells,"CHEMBL129, CHEMBL355426, CHEMBL2368321, CHEMBL2368322, CHEMBL123292, CHEMBL38700, CHEMBL354904, CHEMBL185, CHEMBL355081, CHEMBL366529, CHEMBL169434, CHEMBL169267, CHEMBL169277, CHEMBL171286, CHEMBL109831","4.0, None, None, None, -1.0, 2.0, None, 4.0, None, None, None, None, None, None, 2.0"
CHEMBL710412,Homo sapiens,F,Functional,The compound was tested in vitro for anticancer activity against MCF-7 cells; Not determined,"CHEMBL171878, CHEMBL168395, CHEMBL171444","None, None, None"
CHEMBL710418,Homo sapiens,F,Functional,In vitro anticancer activity against human breast (MCF-7) cell line,CHEMBL71325,None
CHEMBL707563,Mus musculus,F,Functional,Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at dose 100 mg/kg,CHEMBL8624,None
CHEMBL879509,Mus musculus,F,Functional,Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at dose 12.5 mg/kg,CHEMBL8624,None
CHEMBL707564,Mus musculus,F,Functional,Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at dose 25 mg/kg,CHEMBL8624,None
CHEMBL708387,Mus musculus,F,Functional,Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at dose 50 mg/kg,CHEMBL8624,None
CHEMBL714133,Mus musculus,F,Functional,"Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at a dose of 100 mg/kg, value was reported as weight difference",CHEMBL8624,None
CHEMBL714134,Mus musculus,F,Functional,"Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at a dose of 12.5 mg/kg, value was reported as weight difference",CHEMBL8624,None
CHEMBL714135,Mus musculus,F,Functional,"Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at a dose of 200 mg/kg, value was reported as weight difference",CHEMBL8624,None
CHEMBL714136,Mus musculus,F,Functional,"Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at a dose of 25 mg/kg, value was reported as weight difference",CHEMBL8624,None
CHEMBL714137,Mus musculus,F,Functional,"Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at a dose of 50 mg/kg, value was reported as weight difference",CHEMBL8624,None
CHEMBL715099,Homo sapiens,F,Functional,Anticancer activity against human breast carcinoma MCF-7 cells,CHEMBL147905,None
CHEMBL715100,Homo sapiens,F,Functional,In vitro anticancer activity against breast MCF-7 cell line,"CHEMBL119955, CHEMBL118980, CHEMBL117103","None, None, None"
CHEMBL715277,Homo sapiens,F,Functional,In vitro anticancer activity was evaluated for the percentage growth of human breast MCF-7 cell line,"CHEMBL313634, CHEMBL91308, CHEMBL88221, CHEMBL88768","None, None, None, None"
CHEMBL709751,Mus musculus,F,Functional,Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at a dose of 12.5 mg/kg; Number of Tested survived/number of control survived (10/10),CHEMBL8624,None
CHEMBL709752,Mus musculus,F,Functional,Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at a dose of 25 mg/kg; number of Tested survived/number of control survived,CHEMBL8624,None
CHEMBL709753,Mus musculus,F,Functional,Evaluated for anticancer activity in survival tumor system Lewis lung (LL) carcinoma at a dose of 50 mg/kg;Number of Tested survived/number of control survived (10/10),CHEMBL8624,None
CHEMBL709754,Mus musculus,F,Functional,Evaluated for anticancer activity in survival tumor system tumor system Lewis lung (LL) carcinoma at a dose of 100 mg/kg; Number of Tested survived/number of control survived (10/10),CHEMBL8624,None
CHEMBL709755,Mus musculus,F,Functional,Evaluated for anticancer activity in survival tumor system tumor system Lewis lung (LL) carcinoma at a dose of 200 mg/kg; Number of Tested survived/number of control survived (2/10),CHEMBL8624,None
CHEMBL707633,Homo sapiens,F,Functional,In vitro anticancer activity against human breast MCF-7 cells,"CHEMBL301318, CHEMBL295694, CHEMBL46222, CHEMBL46330, CHEMBL295874, CHEMBL48087, CHEMBL45601, CHEMBL50280, CHEMBL295063, CHEMBL295137, CHEMBL412438, CHEMBL48116, CHEMBL44742, CHEMBL46211, CHEMBL297334, CHEMBL49642, CHEMBL297119, CHEMBL296654","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 1.0, None, None"
CHEMBL708696,Homo sapiens,F,Functional,In vitro anticancer activity against human breast MCF-7/ADR subline (adriamycin-resistant),"CHEMBL301318, CHEMBL295694, CHEMBL46222, CHEMBL46330, CHEMBL295874, CHEMBL48087, CHEMBL45601, CHEMBL50280, CHEMBL295063, CHEMBL295137, CHEMBL412438, CHEMBL48116, CHEMBL44742, CHEMBL46211, CHEMBL297334, CHEMBL49642, CHEMBL297119, CHEMBL296654","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 1.0, None, None"
CHEMBL707086,Homo sapiens,F,Functional,In vitro primary anticancer activity was determined in MCF-7 cell line (breast) at the concentration of 10E4 M,"CHEMBL331852, CHEMBL115964","None, None"
CHEMBL712131,Homo sapiens,F,Functional,In vitro anticancer activity against MDA-MB-435 breast cancer cell line,"CHEMBL96567, CHEMBL421382, CHEMBL94045, CHEMBL329072, CHEMBL327794, CHEMBL95111","None, None, None, None, None, None"
CHEMBL713394,Homo sapiens,F,Functional,Compound was tested for its anticancer activity against human T-lymphocytic leukemia MOLT-4 cells.,"CHEMBL44657, CHEMBL34259, CHEMBL53463, CHEMBL3215337","4.0, 4.0, 4.0, None"
CHEMBL714270,Homo sapiens,F,Functional,In vitro anticancer activity against MOLT-4 leukemia cell line,CHEMBL39738,None
CHEMBL714271,Homo sapiens,F,Functional,In vitro anticancer activity against MOLT-4 leukemia cell line; not available,CHEMBL39385,None
CHEMBL714934,Homo sapiens,F,Functional,In vitro anticancer activity against MOLT-4 leukemia cell line,CHEMBL37201,None
CHEMBL709626,Homo sapiens,F,Functional,Evaluated for anticancer activity in tumor inhibition system MX-1 breast xenograph at a dose of 150 mg/kg; Number of Tested survived/number of control survived (5/10),CHEMBL8624,None
CHEMBL709627,Homo sapiens,F,Functional,Evaluated for anticancer activity in tumor inhibition system MX-1 breast xenograph at a dose of 300 mg/kg; Number of Tested survived/number of control survived (1/6),CHEMBL8624,None
CHEMBL711523,Homo sapiens,F,Functional,Evaluated for anticancer activity in tumor inhibition system MX-1 breast xenograph at a dose of 600 mg/kg; Number of Tested survived/number of control survived (0/6),CHEMBL8624,None
CHEMBL711524,Homo sapiens,F,Functional,Evaluated for anticancer activity in tumor inhibition system MX-1 breast xenograph at a dose of 75 mg/kg; Number of Tested survived/number of control survived (4/6),CHEMBL8624,None
CHEMBL711525,Homo sapiens,F,Functional,Evaluated for anticancer activity in tumor inhibition system MX-1 breast xenograph at dose 150 mg/kg,CHEMBL8624,None
CHEMBL711526,Homo sapiens,F,Functional,Evaluated for anticancer activity in tumor inhibition system MX-1 breast xenograph at dose 75 mg/kg,CHEMBL8624,None
CHEMBL711527,Homo sapiens,F,Functional,"Evaluated for anticancer activity in tumor inhibition system MX-1 breast xenograph at a dose of 150mg/kg, value was reported as weight difference",CHEMBL8624,None
CHEMBL711528,Homo sapiens,F,Functional,"Evaluated for anticancer activity in tumor inhibition system MX-1 breast xenograph at a dose of 75 mg/kg, value was reported as weight difference",CHEMBL8624,None
