ID,synonyms
253J-Lung-IV,"['253J-lung-IV', '253J-Lung']"
25MA,['25 MAnchester']
26/27,['02627']
263K 3F4,"['263K3F4', '3F4']"
2645-94,['MLS 2645-94']
26586,"['TER306', 'TER-306', 'Ter-306', 'Ter 306', 'TER531', 'TER-531', 'Ter-531', 'Ter 531', 'Extract 181', 'Extract 287', 'Extract 461']"
266BR,['266 BRighton']
2674T,['2674']
2675T,['2675']
267B1,"['267-B1', '267 B1', 'FNC267B1']"
267B1/Ki-ras,"['267B1/Ki-Ras', '267B1 Ki-ras', '267B1/v-Ki-ras', '267B1/K-Ras', '267B1/Kras']"
267BR,['267 BRighton']
26CB-1,['26 CB1']
2708,['DURO']
271-14D9.F8,"['271.14D9/F8', '14D9.F8']"
271-14E2,['14E2']
271-20A9,"['271.20A9', '20A9']"
271-21H6,['21H6']
271-23G5,['23G5']
272-17E6,"['17E6', 'EMD 73034', 'EMD73034']"
277 34B3 20170123,['34B3']
27b,"['iPS-27b', 'hiPS-27b', 'hiPS 27b', '27b-ALS', 'SOD1-27b', 'HVRDi008-B', 'HVRDi012-A']"
27e,"['iPS-27e', 'hiPS 27e', 'hiPS-27e', '27e-ALS', 'SOD1-27e', 'HVRDi008-A']"
28-2-3,['#28-2-3']
287BR,['287 BRighton']
28F11,['BM2 28F11']
28S.3,['28S.1']
28SC-ES,['28SC-Endotoxin Sensitive']
29-55-4,['21-55-4']
29037,"['TER456', 'TER-456', 'Ter 456', 'Extract 189', 'Extract 298']"
29182,"['TER389', 'TER-389', 'Ter 389', 'TER504', 'TER-504', 'Ter-504', 'Ter 504', 'Extract 392', 'Extract 462']"
293 c18/DRD4,"['293EC18/D4', '293/D4']"
293 c18/EP4,['293/EP4']
293 N3S,['293N3S']
293-CD40,['293.CD40']
293-Db,"['293Db', '293DB', '293 Db']"
293-Dual Null,['293-ISG-SEAP/KI-[IFN-beta]Lucia']
293-ESM,['HEK-ESM']
293-IL-1RI,"['293.IL-1RI', '293/IL-1RI', '293 IL-1RI', 'HEK293R1', 'HEK293RI', 'HEK293-IL-1RI']"
293-Kb,"['293Kb', '293KB', '293 Kb']"
293-LA,['293 clone LA']
293-SCARB2,['293S']
293-VnR,"['HEK-293VnR', 'HEK293VnR', '293VnR', '293-15D']"
293/CRE-Luc,"['293/CRE-Luciferase', 'HEK293/CRE-Luc']"
293/CrmA,['293-CrmA']
293/hMD2-CD14,['293-hMD2-CD14']
293/hNOD1,['293-hNOD1']
293/hNOD2,['293-hNOD2']
293/hTLR1-HA,['293-hTLR1-HA']
293/hTLR1-TLR2,"['293-hTLR1/TLR2', '293-hTLR1/2']"
293/hTLR10-HA,['293-hTLR10-HA']
293/hTLR2,['293-hTLR2']
293/hTLR2-CD14,"['293-hTLR2-CD14', 'HEK293-TLR2-CD14']"
293/hTLR2-HA,['293-hTLR2-HA']
293/hTLR2-TLR6,"['293-hTLR2/6', 'HEK293-hTLR2/6']"
293/hTLR3,['293-hTLR3']
293/hTLR3-HA,['293-hTLR3-HA']
293/hTLR4-HA,['293-hTLR4-HA']
293/hTLR4A,"['293-hTLR4A', '293/hTLR4']"
293/hTLR4A-MD2-CD14,['293-hTLR4-MD2-CD14']
293/hTLR5,"['293-hTLR5', 'HEK293-hTLR5', 'HEK293-hTLR-5']"
293/hTLR5-CD14,['293-hTLR5-CD14']
293/hTLR5-HA,['293-hTLR5-HA']
293/hTLR6-HA,['293-hTLR6-HA']
293/KDR,['HEK29-KDR']
293/LacZ,"['293-LacZ', '293 / LacZ']"
293/mNOD1,['293-mNOD1']
293/mNOD2,['293-mNOD2']
293/mTLR1,['293-mTLR1']
293/mTLR1-TLR2,['293-mTLR1/2']
293/mTLR2,['293-mTLR2']
293/mTLR2-TLR6,['293-mTLR2/6']
293/mTLR3,['293-mTLR3']
293/mTLR4,['293-mTLR4']
293/mTLR4-MD2-CD14,['293-mTLR4-MD2-CD14']
293/mTLR5,"['293-mTLR5', 'HEK293-mTLR-5']"
293/mTLR6,['293-mTLR6']
293/mTLR9,['293-mTLR9']
293/Null,['293-null']
293C18P,['293 C18P']
293Flp-In T-REx MAPPIT,['293FTM']
293GP,"['293-GP', '293gp', 'GP-293', 'GP293']"
293GP/bsr,"['293gp/bsr', '293 gp/bsr']"
293GP/LZRNL,['293GP-LZRNL']
293LAP10,['293Lap10']
293LAP13,['293Lap13']
293SGlycoDelete,"['293SGGD', 'HEK293SGGD']"
293T cyno CCR6,['293T monkey CCR6']
293T cyno CD123,['293T cynomolgous CD123']
293T cyno PDL1,['293T cyno PD-L1']
293T ERR reporter,"['ERRalpha Expressing HEK-293T/17 Cell Line', 'ERR reporter']"
293T human CD25,['293T CD25']
293T human CSF1R,['293T hCSF1R']
293T human EGFR vIII,['293T human EGFRvIII']
293T human PDL1,['293T human PD-L1']
293T human PDL2,['293T human PD-L2']
293T human PVR,['293T human PVR (CD155)']
293T OS8,['293T-OS8']
293T OS8-hPDL1,['293T OS8-hPD-L1']
293T PCC/ERR reporter,"['ERRalpha/PGC-1alpha Expressing HEK-293T/17 Cell Line', 'PGC/ERR reporter']"
293T R-Spondin1 expressing,['R-Spondin1 expressing 293T']
293T-CEP4SIVtat,['293T-CEP4 Simian Immunodeficiency Virus tat']
293T/APOBEC3G,['293-APOBEC3G-HA']
293Ta,"['HEK293-TA', 'Lenti-Pac 293Ta']"
293TsiLL,['293T-siLL']
293TT,"['HEK293TT', 'NCI-293TT']"
293XL/hTLR7,['293XL-hTLR7']
293XL/hTLR7-HA,['293XL-hTLR7-HA']
293XL/hTLR8,['293XL-hTLR8A']
293XL/hTLR8-HA,['293XL-hTLR8-HA']
293XL/hTLR9,"['293XL/hTLR9A', '293XL-hTLR9A', '293XL-hTLR 9']"
293XL/hTLR9-HA,['293XL-hTLR9-HA']
293XL/mTLR7,"['293XL-mTLR7', 'HEK293XL-mTLR7']"
293XL/null,"['293XL-null', '293XL / null', '293XL', 'HEK293XL', 'HEK-293XL', 'HEK293-xl']"
2957/90,"['St 2957', 'St2957', 'ST2957']"
296,['Anti PDGF hybridoma #296']
297A1,"['1503-4f1', 'HPS0057']"
297F1,"['1392-4f2', 'HPS0058']"
297L1,['NHDF-iPS']
29a,"['29A', 'A29a', '29a-ALS', 'iPS29A']"
29b,"['29B', 'A29b', '29b-ALS']"
29c,"['A29c', '29c-ALS']"
29d,"['29d-ALS', 'HVRDi009-B', 'HVRDi013-A']"
29e,"['29e-ALS', 'iPS29e', '29e SOD1 L144F', 'HVRDi009-A']"
2A10.1.1,['anti-FcRH1-2A10']
2A2 [Pig bone marrow],"['2A2 ut', '2A2HLA G1.2']"
2A2.16.7,['2A2']
2A2-6E10-1D8,['1D8']
2A3A1H,['2A3']
2B11-1F3,['2B11 1F3']
2B4 [Mouse T-cell hybridoma],"['2B4-T', '2B4 T']"
2B5,['2B5-G4-F4']
2B8 [Mouse hybridoma against human MS4A1],['IDEC-2B8']
2BD4E4 K99,"['2 BD4 E4 K99', '2BD4E4']"
2BI,['2 BIrmingham']
2BNhTERT,"['2BN hTERT', '2BNhT']"
2C4 [Mouse hybridoma against human ERBB2],['2c4']
2C4 gamma1A,['gamma1A']
2C4 gamma1A/JAK2,"['Gamma1A Jak2', 'Gamma1A/JAK2']"
2C4 gamma2A,['gamma2A']
2C4 gamma2A/JAK2,"['Gamma2A Jak2', 'Gamma2A/JAK2']"
2C9 [Mouse hybridoma against aflatoxin M1],['AFM20092C9']
2D4 iPS,['2D4-iPS']
2D7F10,['2D7']
2DE12-AE6,['2E6']
2DE9-BC1,['2C1']
2E11 [Mouse hybridoma against rat Hmgb1],['2E11-1-1-2']
2E3-1D8,['2E3 1D8']
2E3-O,['2E3']
2FLB.Ln,['2 FLB.Ln']
2fTGH,"['2FTGH', '2-fTGH']"
2fTGH-U1A,"['U1A', '11,1']"
2fTGH-U2A,"['U2A', 'U2']"
2fTGH-U3A,['U3A']
2fTGH-U4A,['U4A']
2fTGH-U4C,['U4C']
2fTGH-U5A,"['U5A', 'U-5A']"
2fTGH-U6A,['U6A']
2G5,['3-2G5-4-1-2']
2G6 [Mouse hybridoma against aflatoxins G],['AFG20102G6']
2G7 [Mouse hybridoma against rat Hmgb1],['3-2G7-1-1-1']
2G7-E8,['2G7 E8']
2Hx-2,['2HX-2']
2LMP,['2-LMP']
2PK-3,['2PK3']
2TS22C,['2TS22c']
3-5A6,['5A6']
3.1.1,['LN 15845']
3'-mRLh-2,"[""3'mRLh-2""]"
30,['Anti PDGF hybridoma #30']
300-19,['300.19']
300-19 GFP-MS4A4A,['300.19-MS4A4A-GFP']
300-19 GFP-MS4A8B,['300.19-MS4A8B-GFP']
3051/80,"['St 3051', 'St3051']"
30638,"['TER319', 'TER-319', 'Ter 319', 'TER360', 'TER-360', 'Ter 360', 'TER446', 'TER-446', 'Ter 446', 'TER515', 'TER-515', 'Ter-515', 'Ter 515']"
306D326.26,"['LT1002', 'Sphingomab']"
30733VTIS,['Extract 438']
30A-5,['30A5']
30F,"['IM-2 cl 30F', 'Line 30F']"
30N47-1,['47-1']
31-6-1,['#31-6-1']
312-13E8,['312-13E08']
31227ABO,"['31227 ABO', 'ABUC', 'ABU', 'WT9', 'GM08600']"
317G5,"['317G5.C1D3', 'CTCC 0055']"
31854,"['TER292', 'TER-292', 'Ter 292', 'TER370', 'TER-370', 'Ter 370', 'TER445', 'TER-445', 'Ter 445']"
3197-3,['3T3-MSV']
31E,"['IM-2 cl 31E', 'Line 31E']"
31FSDNC14,['DOXTOX1 hiPSC']
32.2,"['M32.2', 'Hybridoma for mAB 32']"
3201,['3201B']
3201-FIV,['3201/FIV']
3201/61E,"['3201/61', 'FeLV 61E Infected 3201B Cells']"
3201/EECC,"['3201-EECC', 'FeLV EECC infected 3201B Cells']"
32511,"['TER232', 'TER-232', 'Ter 232', 'TER284', 'TER-284', 'Ter 284', 'TER376', 'TER-376', 'Ter 376', 'TER485', 'TER-485', 'Ter 485', 'Extract 81', 'Extract 272', 'Extract 365']"
32711,['Extract 422']
32D G,"['32D-G', '32D G1']"
32D GM,"['32D-GM', '32D(GM)', '32D GM1']"
32D/G-CSF-R,"['32D/WT', '32D.WT']"
32D/G-CSF-R p.Gln739Ter,['32D/DA']
32D/G-CSF-R p.Gln741Ter,['32D.1']
32D/G-CSF-R p.Gln754Ter,['32D.2']
32D/G-CSF-R p.Tyr727Phe,['32D/Y704F']
32D/G-CSF-R p.Tyr752Phe,['32D/Y729F']
32D/G-CSF-R p.Tyr767Phe,['32D/Y744F']
32D/G-CSF-R p.Tyr787Phe,['32D/Y764F']
32D.C10,['32D cl-10']
32Dcl23,"['32D clone 23', '32Dclone23 32D cl23', '32D cl 23', '32D cl-23', '32Dc23']"
32Dcl3,"['32D clone 3', '32D clone3', '32D cl-3', '32D-Cl3', '32D.cl3', '32D:cl3', '32D/cl3', '32D CL3', '32D Cl3', '32D cl3', '32Dc3', '32D.3']"
32Dcl3/HNP,['32D c13/HNP']
32R1,['HPS3668']
32R2,['HPS0296']
32R6,['HPS0326']
33D1,['33 D1']
33F8,['33F8.C3D12']
347BR,['347 BRighton']
34893 2L,"['348932L', '2L']"
35 E 10,['35E10']
35285,"['13672711', 'Extract 425']"
35919,"['11378859', 'TER335', 'TER-335', 'Ter 335', 'TER437', 'TER-437', 'Ter 437']"
35980,"['1092048', 'TER289', 'TER-289', 'Ter 289', 'Extract 433']"
36,['#36']
36.5,['36.5 (CD8+)']
36777,"['13964593', 'NEQ_ED03/03', 'ED03/03', 'Extract 389']"
368BR,['368 BRighton']
369F10,['369F10.C3A8']
36B10,"['36B-10', '36 B-10']"
36F-18C,['36F']
37.04.12,['PM 37.04.12']
37057,"['12106291', 'Extract 402']"
37935,"['11962305', 'TER520', 'TER-520', 'Ter-520', 'Ter 520', 'Extract 445', 'Extract 574']"
38.13,"['38-13', '38:13']"
38290-TTT,['38290 TTT']
388D4,['388D4-5E']
388F1,['HB 388F1']
389C6G7B9,['389C6G7']
38C13,['38C-13']
38E6E7HFK,"['38E6/E7 HFK', '38E6E7 HFK']"
39-10,"['5F2 TK10P2', '5F2']"
39-S,['39S']
390T,['3-90T']
395A5,['BP180']
397-mel,"['397-MEL', '397-Mel', '397 mel', '397mel', '397']"
397-mel/A31,['397mel/A31']
39As8Luc,['39As8mLuc']
39b,['39b-ALS']
39ER22,"['ER 22', 'ER22']"
3A sub E,"['3A-sub E', '3A-Sub-E', '3A-sub-E', '3A-subE', '3ASubE']"
3A(tPA-30-1),"['TPA30-1', 'TPA 30-1', 'tPA30-1']"
3A2 [Mouse hybridoma against imazaquin],['3A2.2']
3A4Bla,"['3A4BLA', '3A4-BLA', 'CYP3A4-hBLA hES']"
3A5 [Mouse hybridoma against imazamethabenz-methyl],['3A5.1']
3A6-A12,['3A6 A12']
3A8 [Mouse hybridoma against human TRAC],['alphaF1']
3A9,['3 A 9']
3AM clone 10,['3M10(E)']
3AM clone 27,['3M27']
3Ao,"['3AO', '3A0']"
3Ao/cDDP,['3AO/cDDP']
3BD-26,['3BD26']
3BD-27,['3BD27']
3BD-8,['3BD8']
3C10 [Mouse hybridoma against human THRB],['PIVKA-II 3C1D-129 p16']
3C9-D11-H11,['3 C9-D11-H11']
3D1 [Mouse hybridoma against monkeypox virus vCCI],['#3D1']
3D5.1.10,['3D5']
3D6,['alphaF2']
3E1 [Mouse hybridoma against HSV-2 p40],['3 E 1']
3E10 [Mouse hybridoma against human HMGB1],['3E10-5-4-1-1']
3E11 1-G9,['3E1']
3E9 [Mouse hybridoma against marinobufagenin],['MBG3E9']
3F12 [Mouse hybridoma against I.punctatus Ig light chains],['3F12-1']
3G1-2B4,['3G1 2B4']
3G10G5,['3 G10G5']
3G8 [Mouse hybridoma against rat Hmgb1],['3G8-7-2-1-5']
3H1.18.10,['3H1']
3H3.14.5,['3H3']
3H8-G8,['3H8 G8']
3HTEo-,"['3/HTEo-', 'HTE-3o-']"
3LL,"['3-LL', '3 LL', 'LLC']"
3Pt12B8,['3 PT12B8']
3T,['LSTC-3T']
3T3(+3),['3T3 (+3)']
3T3-C2,['3T3C2']
3T3-J2,"['3T3 J2', '3T3J2']"
3T3-L1,"['3T3 L1', '3T3L1', '3T3-L1 ad', 'NIH-3T3-L1', 'NIH3T3-L1']"
3T3-L1 CAR SNRK KO,['3T3-L1SNRK-/-']
3T3-L1 EGFP-ATA2,['EGFP-ATA2 3T3-L1']
3T3-msCD40L,['3T3-CD40L']
3T3-Swiss albino,"['3T3 Swiss Albino', '3T3', 'Swiss-3T3', 'Swiss 3T3', 'Swiss3T3']"
3T3/40L,['40L']
3T3.T4,['NIH-3T3 CD4+']
3T3.T4.BOB,['NIH-3T3 CD4+BoB+']
3T3.T4.Bonzo,['NIH-3T3 CD4+Bonzo+']
3T3.T4.CCR3,['NIH-3T3 CD4+CCR3+']
3T3.T4.CCR5,['NIH-3T3 CD4+CCR5+']
3T3.T4.CXCR4,"['CXCR4-3T3.T4', 'NIH-3T3 CD4+CXCR4+']"
3T3F442A,"['3T3-F442A', '3T3-442A', 'F442A', 'F442-A']"
3T6-Swiss albino,"['3T6 Swiss Albino', 'Swiss 3T6', 'NIH 3T6', '3T6', 'GM05862']"
3Y1-B clone 1,"['3Y1B clone 1', '3Y1']"
3Y1ts-101,['3Y1 ts-101']
3Y1ts-103,['3Y1 ts-103']
3Y1ts-104,['3Y1 ts-104']
3Y1ts-105,['3Y1 ts-105']
3Y1ts-108,['3Y1 ts-108']
3Y1ts-109,['3Y1 ts-109']
3Y1ts-111,['3Y1 ts-111']
3Y1ts-114,['3Y1 ts-114']
3Y1ts-115,['3Y1 ts-115']
3Y1ts-117,['3Y1 ts-117']
3Y1ts-118,['3Y1 ts-118']
3Y1ts-120,['3Y1 ts-120']
3Y1ts-122,['3Y1 ts-122']
3Y1ts-201,['3Y1 ts-201']
3Y1ts-202,['3Y1 ts-202']
3Y1tsA106,['3Y1 tsA106']
3Y1tsB107,['3Y1 tsB107']
3Y1tsC102,['3Y1 tsC102']
3Y1tsC112,['3Y1 tsC112']
3Y1tsC113,['3Y1 tsC113']
3Y1tsC116,['3Y1 tsC116']
3Y1tsC119,['3Y1 tsC119']
3Y1tsC205,['3Y1 tsC205']
3Y1tsD123,['3Y1 tsD123']
3Y1tsD124,['3Y1 tsD124']
3Y1tsD206,['3Y1 tsD206']
3Y1tsE204,['3Y1 tsE204']
3Y1tsF121,['3Y1 tsF121']
3Y1tsF126,['3Y1 tsF126']
3Y1tsG125,['3Y1 tsG125']
3Y1tsH203,['3Y1 tsH203']
4-1.10,"[""4-1.10''""]"
4-1st,['4-1ST']
4-4-20,['4-4']
4-HS-MYC,['4 HS MYC']
4.6.5a114K,['4.6.5A 114K']
4.9.2,['LN 15843']
4/21,['Line 4/21']
4/30PRR,['MPC 4/30PRR']
4/4 R.M.-4,"['4/4 RM-4', '4/4 RM4', '44R.M.-4', 'RM 4', 'RM4']"
40-1a,['40-1A']
40.10.09,['PM 40.10.09']
40.d7,['40.D7']
402-91,"['402/91', 'MLS 402-91', 'MLS402']"
404C2,['404C-2']
405VI,['405 VIllejuif']
409B2,"['409-B2', '409B-2', 'HPS0076', 'BRCi023-A']"
40FSDNC15,['DOXTOX2 hiPSC']
40L,['40 L']
40LB,['3T3/40L/BAFF']
41-2,['mAb 41-2']
410.4H,['410.4-H']
411BR,['411 BRighton']
41405,['Extract 337']
414C2,"['414C-2', 'HPS4292']"
418C1,['418C-1']
41M,"['41-M', 'OAW41M', '041M', '41 M']"
41M-cisR,"['41M/cisR', '41McisR']"
41M47,['41m/47']
42-MG-BA,['42MGBA']
42.08.07,['PM 42.08.07']
42.4B12.2,['42.4B.12.2']
42/04-42D2-66-4-1,"['42/04-42D2', '42D2']"
421C1,['421C-1']
421E8,['421E8-4B4']
425,"['MAb425', 'mAb 425', 'mAb425', 'EMD55900', 'EMD 55900']"
426C2,['426C-2']
427D4,['427D-4']
428C2,['428C-2']
42989,"['11366532', 'Extract 409']"
43623,"['12162345', 'Extract 401']"
44-2,['rMTC 44-2']
44-22-1,['44.22.1']
44-3,['rMTC 44-3']
44-3A6,['MCA 44-3A6']
44-3C1,"['rMTC 44-3C1', '44-3 clone 1']"
443-15D3-2F12,['15D3']
443-17F9-1C6,['17F9']
"448-D100,10,1","['448-D 100, 10, 1', '448-D']"
45.6,['MPC-11 45.6']
45.6.2.4,['MPC-11.45.6.2.4']
45.6.3.1,['MPC-11.45.6.3.1']
45.6.TG1.7,"['45,6TG1.7', '45.6TG1.7', 'MPC11-45.6TG1.7', 'MPC11-45.6 TG1.7', 'MPC 11 45.6 TG 1.7', 'MPC11 TG1.7', 'GM03572']"
45.6.TG1.7.5,['45.6.TG.1.7.5']
451F3,['451F-3']
451Lu,"['451LU', '451-LU', 'WM 451-Lu', 'WM-451Lu', 'WM-451LU', 'WM451Lu', 'WM451', 'WC00059', 'LU451', 'Lu451', 'EST81']"
451Lu-BR,"['451Lu BR', '451LU BR', '451LuBR', '451Lu-R', '451Lu R']"
452F2,['452F2-1B2']
45305,['Extract 470']
453A0,"['453A', '453 A']"
453B,['453 B']
453F2,['453F-2']
454B1,['454B-1']
454C11,['454 C11']
454C2,['454C-2']
454D1,['454D-1']
454E2,"['454-E2', '454 E2', '454E-2', 'HPS0077']"
454F1,['454F-1']
457C1,['457C-1']
46117,"['14905442', 'Extract 471']"
4647,['Continuous kidney cell line No. 4647']
465.12S,['465.12']
46BR,"['46 BRighton', 'GM16096']"
46BR.1G1,"['46Br.1G1', '46BR 1G1', '46BR-1G1']"
46BR.1N,"['46BR-1N', '46BR.NEO', '46BRneo', 'GM16097']"
46C,"['ES-46C', 'ES46C', '46C ES']"
46C-Dip2a KO,['IBMSe001-A-1']
46C-Dip2c KO,['IBMSe001-B-1']
46C-RYBP KO,['GIBHe001-A-1']
47BR,['47 BRighton']
47N3-6,['3-6']
47N30A32,['32']
47N30A35,['35']
47N38B27,['27']
47N48B22,['22']
47N9-11,['9-11']
48-4,['Clone 48-4']
486P,['486-P']
48BR,['48 BRighton']
48BRhTERT,"['48BR hTERT', '48BRhT']"
49Z,"['49-Z', 'Z49']"
4a-2,"['4A-2', '4a2']"
4a-3A,"['4A-3A', '4a3A']"
4a-3B,"['4A-3B', '4a3B', '4a3b']"
4A10 [Mouse hybridoma against human HMGB1],['4A10-1-3-1-1']
4A2 [Mouse hybridoma against human CD7],"['4A', 'X-D']"
4A3-B1-E1,['2INS-1']
4B2-6C3-1C9,['1C9']
4B2-E2-E7-C3,['INS-12']
4B4-1-1,['4B4-1']
4B7-4D5,['4B7 4D5']
4B9 [Human LCL mAb producing],['HLCL 4B9']
4C,"['SKI 300 4C', 'mAb 4C', 'moAb 4C']"
4C1-B8,"['4C1 B8', '4C1 B8 3F8', '4C1']"
4C2.4A7.5H11,['4C2']
4C3 [Mouse hybridoma against B.germanica Bla g 2],['4C3 H5 F6 F7']
4C5A3,['FerAb']
4D1.5.7,['4D1']
4D20.8,"['4-D20-8', 'PureStem 4D20.8, NCr-fac progenitor', 'ACTC84']"
4D9D4,['4D9']
4DE4-CCR8,['CCR8-4DE4']
4E7.24.3,['4E7']
4F10 [Human EBV-transformed],['HLCL 4F10']
4F10F4,['4 F10F4']
4F12 [Mouse hybridoma against aflatoxin],['AFB20084F12']
4F3 [Mouse hybridoma against aflatoxins],['AFB20084F3']
4G10 [Mouse hybridoma against ginsenoside Re],['MAb-4G10']
4G11 1.C12,['4G11']
4G12-13,['HB 4G12-13']
4G4 [Mouse hybridoma against marinobufagenin],['MBG4G4']
4G7.18.8,['4G7']
4H2 [Mouse hybridoma against marinobufagenin],['MBG4H2']
4H6.17.8,['4H6']
4H7 [Mouse hybridoma against BPV12 VP7],['BTV-4H7']
4MBr-5,['4MBR-5']
4NfinP9,"['SACCCL', 'Stable Autotetraploid Crucian Carp Cell Line']"
4SB3,['4S.B3']
4SKEL20,"['4-SKEL-20', 'ACTC127']"
4T07,['4TO7']
4T1,"['4T1-A', '4T1.0', '4T1/WT']"
4T1-luc2-GFP,['4T1-luc2/GFP']
4T1-Red-FLuc,['Bioware Brite 4T1-Red-FLuc']
4T1-Red-FLuc-GFP,['Bioware Brite 4T1-Red-FLuc-GFP']
4T1-S,['4T1-Sapporo']
4T1/Cas9-hyg,['4T1-Cas9-hyg']
4T1/CMV-Luc #6,['4T1 CMV-Luc #6']
5-2,['GMI-M5-2']
5-8F,['58F']
5-8F/Erbitux,['5-8F-Erbitux']
5/9 m a3-18,"['5/9 M alpha 3-18', '5/9 ma3-18 (0.2)', 'CHO 5/9 M alpha3-18', 'CHO-3ACSF-69']"
5.54.4.24.1,['5.54.4']
50-11-10,['50.11.10']
50-6,['mAb 50-6']
501-mel,"['501-MEL', '501 mel', '501 Mel', '501Mel', '501mel', '501MEL', '501', 'Mel 501', 'Mel501', 'MEL501', 'Me 501', 'Me-501', 'Me501']"
513D,['513 D']
513E,['513 E']
518A1,['518 A1']
518A2,['518.A2']
518B,['518 B']
51B LiM-5,"['51B LiM 5', '51BLiM5']"
51B LiM-6,"['51B LiM 6', '51BLiM6']"
51FSDNC18,['DOXTOX3 hiPSC']
52,['Anti PDGF hybridoma #52']
52.3,['Clone 52.3']
52-S,['52S']
520C9,"['520C9.C3B10T', '520 C9']"
526-mel,"['526-MEL', '526 mel', '526mel', '526MEL', '526', 'MEL-526', 'Mel526', 'MEL526']"
53-6.72,['53-6.7']
53-7.313,['53-7.3']
53-S,['53S']
537-mel,"['537-MEL', '537 mel', '537 MEL', '537mel', '537MEL', '537', 'Mel537']"
53Bp1-/- MEF,['53Bp1-/-']
54BR,['54 BRighton']
55-2F12,['55-2F']
551-iPS8,['551-IPS8']
553-mel,"['553-MEL', '553 mel', '553mel', '553']"
553B-mel,"['553B mel', '553Bmel']"
"558-D100,10,1","['558-D 100, 10, 1', '558-D']"
"559/64-D100,10,1","['559/64-D 100, 10, 1', '559/64-D']"
56.4H7,['4H7']
5637 subclone 1A6,"['5637 (subclone 1A6)', '1A6']"
56B3,['56b3']
56FHTE8o-,"['56FHTE8o(-)', '56FHTEo-', '56FHTE-8o-', '56 FHTE']"
58-S,['58S']
58.2C10.3,['58.2C.10.3']
585A1,['HPS0354']
585A1-C7 #3-1,"['585A1-C7-retained #3-1', 'C7 #3-1']"
585A1-C7 #3-3,"['585A1-C7-retained #3-3', 'C7 #3-3']"
585B1-868,"['BTAG 585B1-868', '585B1 BTAG (XY)']"
586-EBV,['586EBV']
586-mel,"['586-MEL', '586 MEL', '586 Mel', '586 mel', '586mel', '586']"
58967 NRK,"['NRK cell line No. 58967', 'TR-NRK-P']"
58As1mLuc,['58As1Luc']
58F8dc1,['58F8']
59.1G2.2,['59.1.G.2.2']
594S,"['594-S', 'S594']"
598RCC,['598-RCC']
59FSDNC3,['DOX1 hiPSC']
59M,"['OAW59M', 'OAW 59M', '59 M']"
59M13,['59m/13']
5A-HS-MYC,['5A HS MYC']
5A2-2-4,['5A2']
5A6.E9,"['5.A6.E9', 'Anti-TCRdelta1']"
5B1-C12,['5B1 C12']
5C12 [Mouse hybridoma against human HMGB1],['5C12-1-1-1-1']
5C9,['5 C 9']
5D3-1B5,['5D3 1B5']
5D4-11,['5D4']
5D5.11.6,['5D5']
5E12.5,"['5E12.5-A', '5E12']"
5F12 AD3,['5 F12 AD 3']
5G11.17.1,['5G11']
5G3 [Mouse hybridoma against clenbuterol],['5g3']
5H10-2D1,['5H10 2D1']
5H11.H6,['5H11.H6(4)']
5H8-C12,"['5H8 C12', '5H8 C12 D9']"
5H8-D8,"['5H8 D8', '5H8 D8 B4']"
5H9-2F1,['5H9 2F1']
5HL2-B,"['5HL2 B', 'GM10792']"
5HL9-4,['GM10449']
5L,['5-L']
5LAC-20,['5LAC20']
5LAC-23,['5LAC23']
5T33MMvt,"['5T33MM', '5T33 cell line']"
5TGM1,['5T33 cell line']
6-1 [Mouse brain],['GMI-M6-1']
6-23,"['rMTC-6-23', 'rMTC 6-23']"
6-23C6,"['rMTC 6-23C6', '6-23 clone 6', '6-23 (Clone 6)', '6-23 (clone 6)']"
6-296-534,['HCV 6-296-534']
6-3,['GMI-M6-3']
6-914-518,['HCV 6-914-518']
6.1A8,['BI#3 Clone #2']
6.2A1,['6.2A1-1 (#7)']
6.2B1,['BI#3 Clone #85']
6.2B10,['BI#3 Clone #10']
6.2E5,['6.2E5-1 (#13)']
6.3G9,['BI#3 Clone #25']
6.8G6,['BI#3 Clone #56']
600MPE,"['600 MPE', '600-MPE', 'MPE-600', 'MPE 600', 'MPE600', '600PE', '600-PEI']"
601,['Line 601']
604B1-B2M-KO,"['604B1-B2M-KO #1', '604B1-B2M-#1']"
606A1,['HPS0328']
60905OM,['609050M']
60FSDNC1,['DOX2 hiPSC']
60H9(9)D10.E6,['D10.E6']
610B1,['HPS0331']
624-mel,"['624-MEL', '624 MEL', '624 Mel', '624 mel', '624mel', '624MEL', '624', 'Mel-624', 'Mel624', 'MEL624']"
624-mel/A31,['624mel/A31']
624.28 Mel,"['624.28-MEL', 'Mel-624.28', 'Me 624.28', '624.28', '624-28']"
624.38 Mel,"['624.38-MEL', 'Mel-624.38', 'Me624.38', 'Mel624.38', '624.38', '624-38']"
633,['Line 633']
639V,"['639v', '639-V', '639 V']"
647V,"['647-V', '647 V']"
648A1,['HPS0360']
64CP,['833K(64CP)']
64FSDNC1,['DOX3 hiPSC']
650E2,['650E2-2B12']
65FSDNC2,['DOX4 hiPSC']
65LO,"['65 LOndon', 'C1']"
66 [Mouse mammary tumor],"['Line 66', 'Clone 66', 'Cl-66', 'Cl66']"
6613,['6603']
661W,"['661w', '661 W']"
6647,['#6647']
66cl-4,"['66cl4', 'Line 66 clone 4']"
66LO,"['66 LOndon', 'C2']"
66MA,['66 MAnchester']
